id,year_month,variable,value,monthly_screen_time,app_to_screen_ratio
AS14.12,2014-04,appCat.weather,153.147,223542.77299904823,0.0006850903652369564
AS14.12,2014-05,appCat.builtin,11394.641,43121.07900333403,0.2642475852498726
AS14.12,2014-05,appCat.communication,7033.584,43121.07900333403,0.16311243045324023
AS14.12,2014-05,appCat.entertainment,5575.202,43121.07900333403,0.1292918018022911
AS14.12,2014-05,appCat.finance,735.365,43121.07900333403,0.01705349256086897
AS14.12,2014-05,appCat.game,181.611,43121.07900333403,0.004211652495661303
AS14.12,2014-05,appCat.office,179.118,43121.07900333403,0.004153838543468519
AS14.12,2014-05,appCat.other,221.43099999999998,43121.07900333403,0.005135098775772271
AS14.12,2014-05,appCat.social,16178.663,43121.07900333403,0.37519151593468014
AS14.12,2014-05,appCat.travel,531.915,43121.07900333403,0.0123353824230343
AS14.12,2014-05,appCat.utilities,31.785,43121.07900333403,0.0007371104975722535
AS14.13,2014-03,appCat.builtin,11696.091,139648.56099033356,0.08375375239856285
AS14.13,2014-03,appCat.communication,104155.726,139648.56099033356,0.7458417420227454
AS14.13,2014-03,appCat.entertainment,16080.169,139648.56099033356,0.11514740206390717
AS14.13,2014-03,appCat.office,33.368,139648.56099033356,0.00023894266982321235
AS14.13,2014-03,appCat.other,16404.275,139648.56099033356,0.11746827094863872
AS14.13,2014-03,appCat.social,10577.233,139648.56099033356,0.07574179730167183
AS14.13,2014-03,appCat.travel,4249.191,139648.56099033356,0.030427746407599057
AS14.13,2014-03,appCat.unknown,161.337,139648.56099033356,0.0011553072860605253
AS14.13,2014-03,appCat.utilities,82.011,139648.56099033356,0.0005872670611025972
AS14.13,2014-04,appCat.builtin,22687.384,249900.22999978063,0.09078576678388776
AS14.13,2014-04,appCat.communication,213718.915,249900.22999978063,0.8552169599851414
AS14.13,2014-04,appCat.entertainment,5252.221,249900.22999978063,0.021017271572757696
AS14.13,2014-04,appCat.office,706.5409999999999,249900.22999978063,0.002827292315819878
AS14.13,2014-04,appCat.other,13408.207,249900.22999978063,0.053654240334279686
AS14.13,2014-04,appCat.social,15743.229,249900.22999978063,0.0629980572647485
AS14.13,2014-04,appCat.travel,1819.887,249900.22999978063,0.007282454281861196
AS14.13,2014-04,appCat.unknown,580.119,249900.22999978063,0.002321402425281919
AS14.13,2014-04,appCat.utilities,410.938,249900.22999978063,0.0016444082504460309
AS14.13,2014-05,appCat.builtin,1233.894,14677.329998731619,0.08406801510265358
AS14.13,2014-05,appCat.communication,11439.319,14677.329998731619,0.7793869185327685
AS14.13,2014-05,appCat.office,165.68900000000002,14677.329998731619,0.011288769824914918
AS14.13,2014-05,appCat.other,673.552,14677.329998731619,0.04589063542607592
AS14.13,2014-05,appCat.social,991.582,14677.329998731619,0.06755874536347485
AS14.13,2014-05,appCat.travel,512.8620000000001,14677.329998731619,0.03494245888348361
AS14.13,2014-05,appCat.unknown,142.69,14677.329998731619,0.00972179545001243
